ID,stockNumber,department_ID,min,max,target,quantity,baseUnit,product_ID
19f1d94a-b7b1-4cae-8ed8-af4934db100d,10000000014,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,79,401.016,EA,54244d10-5450-4fa3-b157-20f57943c812
70b7e1f6-e69a-4bb8-9dc0-01dd8304dd08,10000000015,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,118,375.812,EA,54244d10-5450-4fa3-b157-20f57943c812
670d7aab-ef8a-4e6f-8681-75895e738e0c,10000000016,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,314,35.857,EA,54244d10-5450-4fa3-b157-20f57943c812
e22ea740-96ef-406b-8698-d2008f26763d,10000000017,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,197,118.806,EA,54244d10-5450-4fa3-b157-20f57943c812
3e04f996-e858-4ee3-bee5-ebdf9f89d97e,10000000018,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,134,283.481,EA,54244d10-5450-4fa3-b157-20f57943c812
8a63f9a8-6e13-4e6f-8374-0046ba29a39b,10000000019,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,278,41.763,EA,54244d10-5450-4fa3-b157-20f57943c812
71d1e439-c985-4f21-bc81-61845469b7a0,10000000020,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,172,292.461,EA,54244d10-5450-4fa3-b157-20f57943c812
da6d641d-b980-4a0c-bd0c-0624516a13a4,10000000021,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,184,472.404,EA,54244d10-5450-4fa3-b157-20f57943c812
0bd2d7ea-fefc-40e1-ba31-0089bbdcc15d,10000000022,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,29,162.182,EA,54244d10-5450-4fa3-b157-20f57943c812
50917605-4804-46c3-8d50-d1c6697176bb,10000000023,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,338,246.576,EA,54244d10-5450-4fa3-b157-20f57943c812
5f640f06-5f39-49a1-a363-d9450ac0535b,10000000024,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,467,348.894,EA,54244d10-5450-4fa3-b157-20f57943c812
068a6060-ef95-4904-9b11-102d1802deb2,10000000025,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,279,471.853,EA,54244d10-5450-4fa3-b157-20f57943c812
36399d78-0dee-4e4d-8c62-9d192de194a5,10000000026,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,370,70.42,EA,54244d10-5450-4fa3-b157-20f57943c812
f32d921b-9953-49a4-af5e-388b073600c2,10000000027,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,20,461.2,EA,54244d10-5450-4fa3-b157-20f57943c812
b892e596-e7d7-472b-b476-ba50d878e8d2,10000000028,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,65,25.244,EA,54244d10-5450-4fa3-b157-20f57943c812
e9cf5bc4-d047-4519-ba54-dd7f29b30b61,10000000029,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,196,403.308,EA,54244d10-5450-4fa3-b157-20f57943c812
5d9211fc-5d26-4f8e-a055-3184b6baf7cf,10000000030,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,240,65.634,EA,54244d10-5450-4fa3-b157-20f57943c812
810cdb26-7f0c-4704-9d3c-f3fda028cfff,10000000031,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,257,361.038,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e3f576d7-0bcb-4272-8a9c-8c68182932ad,10000000032,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,257,436.202,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
fe7695c3-6376-47e6-baa7-e6d45c7f3fbe,10000000033,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,39,479.234,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
90a27758-5ec1-4379-b1ec-26afcee866bb,10000000034,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,416,455.778,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
3245e8b7-919f-4ea4-8e4c-339a777ec831,10000000035,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,421,24.719,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ad7f4d7f-8795-43a4-adbc-f5457036b9c0,10000000036,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,464,335.016,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
398c9819-325c-4324-8717-47f77a42b447,10000000037,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,273,443.895,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1b4bc9df-a8b4-4edb-b88a-df38cf9330fd,10000000038,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,264,345.529,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
99d6760b-5553-4cb9-b2db-c8ff7736c1f5,10000000039,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,4,119.672,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
55ea4a07-9f76-47a4-a0d2-efd23e0b97b3,10000000040,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,48,292.18,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
4ca1cd31-2cf7-4bad-b422-b65e27f53c3c,10000000041,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,27,287.502,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5320c72a-de18-45ba-9075-a6574286f010,10000000042,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,359,30.223,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
2dc54218-e186-4e95-9af0-bb48e6e06001,10000000043,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,186,167.136,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ddcd6ff6-2a65-4a4e-a8bb-617ebb69b227,10000000044,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,271,357.118,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
79d2d930-c6fc-4ab5-82bf-e9cd5c8705dc,10000000045,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,269,224.247,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
bdff0435-35b7-4995-b0a1-396f11624bef,10000000046,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,456,155.041,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c9c8dc4f-3513-4759-b9e3-0518c8e8c0da,10000000047,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,142,57.306,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
219531ab-fc6b-406c-a60c-a9c2897e3f9a,10000000048,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,65,490.701,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
75db1a23-9a09-4483-8f72-3cbc8d4f5188,10000000049,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,108,407.488,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e7fcaa64-3b0b-499e-9608-ca6b3b444b9e,10000000050,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,385,134.926,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9254c54e-ade1-46d9-964b-e493175196ce,10000000051,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,356,246.557,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
da8a70ce-b565-49b3-b332-cc641a2cef72,10000000052,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,47,452.106,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1d6ed743-6afa-41b7-87e6-0c766b3b555e,10000000053,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,151,206.302,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
33e09d97-be55-4ab1-9280-f7dd474bfb7e,10000000054,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,366,237.431,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
a74fe83f-3ca2-4f46-a1a4-0d00b27fbeba,10000000055,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,8,79.34,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c26f844a-ed80-436d-bec6-091f5e5b9d91,10000000056,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,183,15.872,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
